question,answer,source,intent
what is defined as using a false property mark?,"marking any movable property or goods or any case, package or other receptacle containing movable property or goods, or using any case, package or other receptacle having any mark thereon, in a manner reasonably calculated to cause it to be believed that the property or goods so marked, or any property or goods contained in any such receptacle so marked, belong to a person to whom they do not belong.",IPC,law_info
"what does it mean when any movable property or goods or any case, package or other receptacle containing movable property or goods is marked, or a case, package or other receptacle having any mark thereon is used, in a manner reasonably calculated to cause it to be believed that the property or goods so marked, or any property or goods contained in any such receptacle so marked, belong to a person to whom they do not belong?",this is defined as using a false property mark.,IPC,law_info
what is the punishment for using a false property mark?,"whoever uses any false property mark shall, unless he proves that he acted without intent to defraud, be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.",IPC,law_info
what could happen to someone who is unable to prove that they used a false property mark without intent to defraud?,"they could be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.",IPC,law_info
what is the punishment for counterfeiting a property mark used by another person?,"whoever counterfeits any property mark used by any other person shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the punishment for someone who counterfeits another persons property mark?,"the punishment for counterfeiting another persons property mark can extend to imprisonment for up to two years, a fine, or both.",IPC,law_info
what is the punishment for counterfeiting a mark used by a public servant?,"whoever counterfeits any property mark used by a public servant, or any mark used by a public servant to denote that any property has been manufactured by a particular person or at a particular time or place, or that the property is of a particular quality or has passed through a particular office, or that it is entitled to any exemption, or uses as genuine any such mark knowing the same to be counterfeit, shall be punished with imprisonment of either description.",IPC,law_info
what happens if someone counterfeits a property mark used by a public servant or uses such a mark knowing it to be counterfeit?,the person shall be punished with imprisonment of either description.,IPC,law_info
what is the punishment for making or possessing any instrument for counterfeiting a property mark?,"the person shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.",IPC,law_info
what is the maximum term of imprisonment or alternative punishment for someone who makes or possesses any instrument for counterfeiting a property mark?,"the maximum term of imprisonment can extend to three years, or the person can be fined, or both.",IPC,law_info
what constitutes an offence under section 486?,"selling, exposing, or having in possession for sale, any goods or things with a counterfeit property mark affixed to or impressed upon the same or to or upon any case, package or other receptacle in which such goods are contained, constitutes an offence under section 486.",IPC,law_info
"what act is considered an offence under section 486 if someone is selling, exposing, or having in possession for sale, any goods or things with a counterfeit property mark affixed to or impressed upon the same or to or upon any case, package or other receptacle in which such goods are contained?",such act constitutes an offence under section 486.,IPC,law_info
what is the punishment for selling goods marked with a counterfeit property mark?,"the person shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.",IPC,law_info
what is the possible imprisonment or fine for someone who sells goods marked with a counterfeit property mark?,"the person can be punished with imprisonment that may extend to one year, or with a fine, or with both.",IPC,law_info
what are the conditions under which a person is not considered guilty under section 486?,"a person is not considered guilty under section 486 if they prove that they took all reasonable precautions against committing an offence, had no reason to suspect the genuineness of the mark at the time of the alleged offence, gave all the information in his power with respect to the persons from whom he obtained such goods or things, or otherwise acted innocently.",IPC,law_info
what does a person need to prove to not be considered guilty under section 486?,"the person needs to prove that they took all reasonable precautions against committing an offence, had no reason to suspect the genuineness of the mark at the time of the alleged offence, gave all the information in his power with respect to the persons from whom he obtained such goods or things, or otherwise acted innocently.",IPC,law_info
what is the punishment for making a false mark on a receptacle containing goods?,"the punishment can extend to three years of imprisonment, a fine, or both.",IPC,law_info
"what is the maximum penalty for a crime that can result in up to three years of imprisonment, a fine, or both?","making a false mark on a receptacle containing goods is a crime that can result in up to three years of imprisonment, a fine, or both.",IPC,law_info
what is the penalty for making use of a false mark as prohibited?,the person is punished as if they had committed an offence against the section that prohibits making a false mark.,IPC,law_info
what happens to a person who is caught making use of a false mark as prohibited?,the person is punished as if they had committed an offence against the section that prohibits making a false mark.,IPC,law_info
what is the punishment for tampering with a property mark with the intent to cause injury?,"the punishment can extend to one year of imprisonment, a fine, or both.",IPC,law_info
what can the consequences be for tampering with a property mark with the intention to cause injury?,"the consequences can include up to one year of imprisonment, a fine, or both.",IPC,law_info
what is the penalty for counterfeiting currencynotes or banknotes?,"the punishment can be imprisonment for life, or imprisonment for a term which may extend to ten years, and they shall also be liable to a fine.",IPC,law_info
what are the potential consequences for counterfeiting currencynotes or banknotes?,"the consequences can be imprisonment for life, or imprisonment for a term which may extend to ten years, and they shall also be liable to a fine.",IPC,law_info
what is the definition of a banknote according to this text?,"a banknote is a promissory note or engagement for the payment of money to bearer on demand issued by any person carrying on the business of banking in any part of the world, or issued by or under the authority of any state or sovereign power.",IPC,law_info
who can issue a banknote according to its definition?,"a banknote can be issued by any person carrying on the business of banking in any part of the world, or by or under the authority of any state or sovereign power.",IPC,law_info
"what is the punishment for selling, buying, or using as genuine any forged or counterfeit currencynote or banknote?","the punishment is imprisonment for life or imprisonment of either description for a term which may extend to ten years, and also liable to fine.",IPC,law_info
"what is the penalty for someone who is found guilty of selling, buying, or using as genuine any forged or counterfeit currencynote or banknote?","the penalty is imprisonment for life or imprisonment of either description for a term which may extend to ten years, and also liable to fine.",IPC,law_info
what is the punishment for possessing any forged or counterfeit currencynote or banknote with the intention to use it as genuine?,"the punishment is imprisonment of either description for a term which may extend to seven years, or with fine, or with both.",IPC,law_info
what is the maximum duration of imprisonment or the possible additional penalties for someone who possesses any forged or counterfeit currencynote or banknote with the intention to use it as genuine?,"the maximum duration of imprisonment is seven years, and the additional penalties can include a fine, or both imprisonment and a fine.",IPC,law_info
"what is the punishment for making, buying, selling, disposing, or possessing any machinery, instrument or material for the purpose of forging or counterfeiting any currencynote or banknote?","the punishment is imprisonment for life or imprisonment of either description for a term which may extend to ten years, and also liable to fine.",IPC,law_info
"what can be the consequences if someone is caught making, buying, selling, disposing, or possessing any machinery, instrument or material for the purpose of forging or counterfeiting any currencynote or banknote?","the consequences can be imprisonment for life or imprisonment of either description for a term which may extend to ten years, and also liable to fine.",IPC,law_info
"what is the punishment for making, using, or delivering any document purporting to be, or in any way resembling, any currencynote or banknote?",the punishment is fine which may extend to one hundred rupees.,IPC,law_info
"what is the maximum fine for making, using, or delivering any document purporting to be, or in any way resembling, any currencynote or banknote?",the maximum fine is one hundred rupees.,IPC,law_info
what is the punishment for a person who refuses to disclose the name and address of the person who printed or made a document which is an offence under subsection 1?,he shall be punished with fine which may extend to two hundred rupees.,IPC,law_info
what fine may be imposed on a person who refuses to disclose the name and address of the person who printed or made a document which is an offence under subsection 1?,the fine may extend to two hundred rupees.,IPC,law_info
what can be presumed if a persons name appears on a document in relation to which an offence under subsection 1 has been charged?,it may be presumed that that person caused the document to be made.,IPC,law_info
what can be inferred if a person caused a document to be made and an offence under subsection 1 has been charged?,"if a persons name appears on that document, it can be presumed they are related to the offence.",IPC,law_info
what is the punishment for breaching a contract to attend on or supply the wants of a helpless person?,"the person shall be punished with imprisonment of either description for a term which may extend to three months, or with fine which may extend to two hundred rupees, or with both.",IPC,law_info
"what is the maximum punishment, in terms of imprisonment and fine, for someone who breaches a contract to attend on or supply the wants of a helpless person?","the maximum punishment is imprisonment for a term which may extend to three months, andor a fine which may extend to two hundred rupees.",IPC,law_info
what is the offence under section 493 related to marriage?,cohabitation caused by a man deceitfully inducing a belief of lawful marriage.,IPC,law_info
"what does it mean when a man induces a belief of lawful marriage deceitfully and cohabitates, in legal terms?",it is an offence under section 493 related to marriage.,IPC,law_info
what is the punishment for knowingly not being lawfully married but going through the ceremony with fraudulent intentions?,"the person shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
what is the penalty for a person who knowingly participates in a marriage ceremony without being lawfully married and with fraudulent intentions?,"the person shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
what is the punishment for marrying again while having a living spouse?,"the person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",IPC,law_info
what is the consequence for someone who marries again while having a living spouse?,"the person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",IPC,law_info
what is the exception to the rule of marrying again during the lifetime of a husband or wife?,"the section does not extend to any person whose marriage has been declared void by a court of competent jurisdiction, nor to any person who contracts a marriage during the life of a former husband or wife, if such husband or wife, at the time of the subsequent marriage, shall have been continually absent from such person for the space of seven years, and shall not have been heard of by such person as being alive within that time.",IPC,law_info
to whom does the rule of marrying again during the lifetime of a husband or wife not extend?,"the rule does not extend to any person whose marriage has been declared void by a court of competent jurisdiction, nor to any person who contracts a marriage during the life of a former husband or wife, if such husband or wife, at the time of the subsequent marriage, shall have been continually absent from such person for the space of seven years, and shall not have been heard of by such person as being alive within that time.",IPC,law_info
what is the punishment for concealing a former marriage from the person with whom a subsequent marriage is contracted?,"the person shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
what is the potential punishment for someone who hides a previous marriage from their new spouse?,the person may be imprisoned for up to ten years and may also be fined.,IPC,law_info
what is the punishment for the offence of adultery?,"the punishment for the offence of adultery is imprisonment for a term which may extend to five years, or with fine, or with both.",IPC,law_info
"what offence can lead to imprisonment for a term which may extend to five years, or with fine, or with both?","the offence of adultery can lead to imprisonment for a term which may extend to five years, or with fine, or with both.",IPC,law_info
who is not punishable as an abettor in the case of adultery?,"in the case of adultery, the wife is not punishable as an abettor.",IPC,law_info
"in the case of adultery, who is not punishable as an abettor?",the wife is not punishable as an abettor.,IPC,law_info
what is the punishment for enticing or taking away a married woman with criminal intent?,"the punishment for enticing or taking away a married woman with criminal intent is imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the maximum term of imprisonment or other potential penalties for the crime of enticing or taking away a married woman with criminal intent?,"the maximum term of imprisonment for enticing or taking away a married woman with criminal intent may extend to two years, or the offender may be fined, or both.",IPC,law_info
what is the punishment for a husband or relative of a husband subjecting a woman to cruelty?,the punishment for a husband or relative of a husband subjecting a woman to cruelty is imprisonment for a term which may extend to three years and shall also be liable to fine.,IPC,law_info
what is the maximum term of imprisonment and other liabilities for a husband or relative who subjects a woman to cruelty?,"the maximum term of imprisonment for a husband or relative who subjects a woman to cruelty may extend to three years, and they shall also be liable to fine.",IPC,law_info
what is the definition of cruelty in this context?,"in this context, cruelty means any wilful conduct which is of such a nature as is likely to drive the woman to commit suicide or to cause grave injury or danger to life, limb or health of the woman or harassment of the woman where such harassment is with a view to coercing her or any person related to her to meet any unlawful demand for any property or valuable security or is on account of failure by her or any person related to her to meet such demand.",IPC,law_info
"what does cruelty refer to when it is likely to drive a woman to commit suicide, cause grave injury or danger to her life, limb or health, or when it involves harassment with a view to coercing her or any person related to her to meet any unlawful demand for any property or valuable security, or is due to failure by her or any person related to her to meet such demand?","in this context, cruelty is defined as such.",IPC,law_info
what is defamation according to chapter xxi?,"defamation is when a person, by words either spoken or intended to be read, or by signs or visible representations, makes or publishes any imputation concerning any person intending to harm, or knowing or having reason to believe that such imputation will harm, the reputation of such person.",IPC,law_info
"what does it mean when a person, by words either spoken or intended to be read, or by signs or visible representations, makes or publishes any imputation concerning any person intending to harm, or knowing or having reason to believe that such imputation will harm, the reputation of such person according to chapter xxi?",this is referred to as defamation.,IPC,law_info
can defamation apply to deceased individuals?,"yes, it may amount to defamation to impute anything to a deceased person, if the imputation would harm the reputation of that person if living, and is intended to be hurtful to the feelings of his family or other near relatives.",IPC,law_info
"does imputing something harmful to a deceased person, with the intention to hurt his family or near relatives feelings, amount to defamation?","yes, it may amount to defamation to impute anything to a deceased person, if the imputation would harm the reputation of that person if living, and is intended to be hurtful to the feelings of his family or other near relatives.",IPC,law_info
can companies or associations be defamed?,"yes, it may amount to defamation to make an imputation concerning a company or an association or collection of persons as such.",IPC,law_info
does making an imputation concerning a company or an association or collection of persons amount to defamation?,"yes, it may amount to defamation.",IPC,law_info
what does an imputation need to do to harm a persons reputation?,"an imputation is said to harm a persons reputation, if that imputation directly or indirectly, in the estimation of others, lowers the moral or intellectual character of that person, or lowers the character of that person in respect of his caste or of his calling, or lowers the credit of that person, or causes it to be believed that the body of that person is in a loathsome state, or in a state generally considered as disgraceful.",IPC,law_info
what characteristics or beliefs about a person can be affected by an imputation that harms their reputation?,"an imputation that harms a persons reputation can affect their moral or intellectual character, the character in respect of their caste or their calling, their credit, and can cause others to believe their body is in a loathsome or disgraceful state.",IPC,law_info
what are some examples of defamation?,"some examples of defamation include a saying z is an honest man he never stole bs watch, with the intention to cause it to be believed that z did steal bs watch. another example is when a is asked who stole bs watch, and a points to z, intending to cause it to be believed that z stole bs watch. a third example is when a draws a picture of z running away with bs watch, intending it to be believed that z stole bs watch.",IPC,law_info
what does defamation look like when it involves allegations of stealing someones watch?,"defamation in this context can be represented in different ways. for instance, if someone says z is an honest man he never stole bs watch, with the intention to cause it to be believed that z did steal bs watch, this is defamation. another example is when asked who stole bs watch, and someone points to z, intending to cause it to be believed that z stole bs watch. a third example is when someone draws a picture of z running away with bs watch, intending it to be believed that z stole bs watch.",IPC,law_info
what is not considered defamation when it concerns any person?,"imputing anything which is true concerning any person, if it is for the public good that the imputation should be made or published.",IPC,law_info
what is the condition under which imputing something true about a person is not considered defamation?,it is not considered defamation if it is for the public good that the imputation should be made or published.,IPC,law_info
"in the context of defamation, what does the public conduct of public servants exception entail?","it is not defamation to express in good faith any opinion respecting the conduct of a public servant in the discharge of his public functions, or respecting his character, so far as his character appears in that conduct, and no further.",IPC,law_info
"what does it mean to express in good faith any opinion respecting the conduct of a public servant in the discharge of his public functions, or respecting his character, so far as his character appears in that conduct, and no further?","this refers to the public conduct of public servants exception in the context of defamation, which means it is not defamation to express such opinions.",IPC,law_info
what is the third exception to defamation related to?,"the third exception to defamation is related to the conduct of any person touching any public question. it is not defamation to express in good faith any opinion whatever respecting the conduct of any person touching any public question, and respecting his character, so far as his character appears in that conduct, and no further.",IPC,law_info
"what does it mean when the third exception to defamation is related to the conduct of any person touching any public question, and it is not defamation to express in good faith any opinion whatever respecting the conduct of any person touching any public question, and respecting his character, so far as his character appears in that conduct, and no further?",it means the third exception to defamation is related to the behavior or actions of a person in the context of a public issue. it considers it not defamation if someone honestly expresses their opinion about that persons actions and their character as it appears in those actions.,IPC,law_info
is it defamation to publish a true report of the proceedings of a court of justice?,"no, it is not defamation to publish substantially true report of the proceedings of a court of justice, or of the result of any such proceedings.",IPC,law_info
"is it considered defamation to publish a substantially true report of the proceedings of a court of justice, or of the result of any such proceedings?","no, it is not considered defamation.",IPC,law_info
is it defamation to express an opinion on the merits of a case decided in court?,"no, it is not defamation to express in good faith any opinion whatever respecting the merits of any case, civil or criminal, which has been decided by a court of justice.",IPC,law_info
"can one express in good faith any opinion whatever respecting the merits of any case, civil or criminal, which has been decided by a court of justice without it being defamation?","yes, it is not defamation to express such an opinion.",IPC,law_info
what does the sixth exception of defamation state?,"the sixth exception of defamation states that it is not defamation to express in good faith any opinion respecting the merits of any performance which its author has submitted to the judgment of the public, or respecting the character of the author so far as his character appears in such performance, and no further.",IPC,law_info
"what does it mean to express in good faith any opinion respecting the merits of any performance which its author has submitted to the judgment of the public, or respecting the character of the author so far as his character appears in such performance, and no further?",this is the sixth exception of defamation.,IPC,law_info
what does the explanation of the sixth exception of defamation suggest?,the explanation suggests that a performance may be submitted to the judgment of the public either expressly or by acts on the part of the author which imply such submission to the judgment of the public.,IPC,law_info
"what does a performance being submitted to the judgment of the public, either expressly or by implication, suggest according to the defamation exceptions?",this suggests the explanation of the sixth exception of defamation.,IPC,law_info
what is an example of a person submitting their work to the judgment of the public?,"an example of this is a person who publishes a book, as they are submitting that book to the judgment of the public.",IPC,law_info
what is the act of publishing a book an example of?,publishing a book is an example of a person submitting their work to the judgment of the public.,IPC,law_info
what is considered a defamatory opinion in the context of the sixth exception?,"a defamatory opinion in this context would be if someone says i am not surprised that zs book is foolish and indecent, for he is a weak man and a libertine. this is not within the exception as it is not solely based on the work but also on personal character.",IPC,law_info
what opinion of a persons work is not considered defamation according to the sixth exception?,"an opinion like zs book is foolish z must be a weak man. zs book is indecent z must be a man of impure mind is not considered defamation if said in good faith. this is because it respects zs character only so far as it appears in zs book, and no further.",IPC,law_info
what kind of opinion about zs book can be expressed in good faith without it being considered defamation?,"an opinion like zs book is foolish z must be a weak man. zs book is indecent z must be a man of impure mind is not considered defamation. it is because it respects zs character only so far as it appears in zs book, and no further.",IPC,law_info
what is the seventh exception of defamation?,"the seventh exception of defamation is the censure passed in good faith by a person having lawful authority over another. this can include a judge censuring the conduct of a witness, a department head censuring subordinates, a parent censuring a child in front of their siblings, a schoolmaster censuring a pupil, a master censuring a servant for poor performance, or a banker censuring a cashier for their conduct.",IPC,law_info
what does the seventh exception of defamation include and who can exercise it?,"the seventh exception of defamation includes the censure passed in good faith by a person having lawful authority over another. it can be exercised by a judge censuring the conduct of a witness, a department head censuring subordinates, a parent censuring a child in front of their siblings, a schoolmaster censuring a pupil, a master censuring a servant for poor performance, or a banker censuring a cashier for their conduct.",IPC,law_info
what is the eighth exception of defamation?,the eighth exception of defamation is the accusation preferred in good faith to an authorised person. this means that it is not defamation to prefer in good faith an accusation against any person to any of those who have lawful authority over that person with respect to the subjectmatter of accusation.,IPC,law_info
what does it mean if an accusation is preferred in good faith to an authorised person under defamation law?,"it means that it is the eighth exception of defamation. specifically, it is not considered defamation to prefer in good faith an accusation against any person to any of those who have lawful authority over that person with respect to the subjectmatter of accusation.",IPC,law_info
what is the ninth exception of defamation?,"the ninth exception of defamation is the imputation made in good faith by a person for the protection of his or others interests. this means that it is not defamation to make an imputation on the character of another provided that the imputation be made in good faith for the protection of the interests of the person making it, or of any other person, or for the public good.",IPC,law_info
what does it mean when the imputation made in good faith by a person for the protection of his or others interests is considered as an exception of defamation?,"it means that it is the ninth exception of defamation. this exception implies that it is not defamation to make an imputation on the character of another provided that the imputation be made in good faith for the protection of the interests of the person making it, or of any other person, or for the public good.",IPC,law_info
can a parent censuring a child in good faith be considered defamation?,"no, a parent censuring a child in good faith is not considered defamation as per the seventh exception.",IPC,law_info
what is the seventh exception regarding defamation in relation to a parent censuring a child?,the seventh exception to defamation states that a parent censuring a child in good faith is not considered defamation.,IPC,law_info
can an accusation made in good faith to an authorised person be considered defamation?,"no, an accusation made in good faith to an authorised person is not considered defamation as per the eighth exception.",IPC,law_info
what is the eighth exception regarding accusations and defamation?,the eighth exception states that an accusation made in good faith to an authorised person is not considered defamation.,IPC,law_info
can an imputation made in good faith for the protection of interests be considered defamation?,"no, an imputation made in good faith for the protection of the interests of the person making it, or of any other person, or for the public good is not considered defamation as per the ninth exception.",IPC,law_info
what is the ninth exception to defamation?,"the ninth exception to defamation is an imputation made in good faith for the protection of the interests of the person making it, or of any other person, or for the public good.",IPC,law_info
what is the tenth exception to defamation?,"it is not defamation to convey a caution, in good faith, to one person against another, provided that such caution be intended for the good of the person to whom it is conveyed, or of some person in whom that person is interested, or for the public good.",IPC,law_info
"what does it mean if a caution, conveyed in good faith to one person against another for their own good or the public good, is not considered defamation?",it means it is the tenth exception to defamation.,IPC,law_info
what is the punishment for defamation?,"whoever defames another shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the possible maximum sentence for someone who defames another?,"the possible maximum sentence for defamation can extend to two years of simple imprisonment, or a fine, or both.",IPC,law_info
what is the punishment for printing or engraving matter known to be defamatory?,"whoever prints or engraves any matter, knowing or having good reason to believe that such matter is defamatory of any person, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the potential penalty for someone who knowingly prints or engraves defamatory matter about any person?,"the potential penalty for someone who knowingly prints or engraves defamatory matter about any person can be simple imprisonment for a term which may extend to two years, or a fine, or both.",IPC,law_info
what is the punishment for selling printed or engraved substance containing defamatory matter?,"whoever sells or offers for sale any printed or engraved substance containing defamatory matter, knowing that it contains such matter, shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the potential punishment for someone who knowingly sells or offers for sale any printed or engraved substance containing defamatory matter?,"the potential punishment for someone who knowingly sells or offers for sale any printed or engraved substance containing defamatory matter is simple imprisonment for a term which may extend to two years, or with a fine, or with both.",IPC,law_info
what is criminal intimidation?,"criminal intimidation is when someone threatens another with any injury to his person, reputation or property, or to the person or reputation of anyone in whom that person is interested, with intent to cause alarm to that person, or to cause that person to do any act which he is not legally bound to do, or to omit to do any act which that person is legally entitled to do, as the means of avoiding the execution of such threat.",IPC,law_info
"what does it mean when someone threatens another with injury to his person, reputation, or property with intent to cause alarm or to force them to do or not do something they are legally bound or not bound to do respectively?",this is known as criminal intimidation.,IPC,law_info
what constitutes criminal intimidation?,"a threat to injure the reputation of any deceased person in whom the person threatened is interested, or a threat to burn someones house to induce them to resist from prosecuting a civil suit.",IPC,law_info
"what could be considered as a threat to injure the reputation of any deceased person in whom the person threatened is interested, or a threat to burn someones house to induce them to resist from prosecuting a civil suit?",these actions can be constituted as criminal intimidation.,IPC,law_info
what is the punishment for intentional insult with intent to provoke a breach of peace?,"the punishment can be imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the maximum imprisonment term for a crime that also may include a fine?,the maximum imprisonment term for such a crime can extend to two years.,IPC,law_info
what constitutes a statement conducing to public mischief?,"a statement that intends to cause or is likely to cause any officer, soldier, sailor or airman in the army, navy or air force of india to mutiny or fail in his duty, or a statement that intends to cause fear or alarm to the public, or a statement that intends to incite any class or community of persons to commit any offence against any other class or community.",IPC,law_info
what does a statement intend to cause if it is conducing to public mischief?,"a statement conducing to public mischief intends to cause or is likely to cause any officer, soldier, sailor or airman in the army, navy or air force of india to mutiny or fail in his duty, or intends to cause fear or alarm to the public, or intends to incite any class or community of persons to commit any offence against any other class or community.",IPC,law_info
what is the punishment for making statements conducing to public mischief?,"the punishment can be imprisonment which may extend to three years, or with fine, or with both.",IPC,law_info
"what can be the consequences for a crime, that could lead to imprisonment for up to three years, a fine, or both?",making statements conducing to public mischief can lead to such consequences.,IPC,law_info
"what constitutes a statement creating or promoting enmity, hatred or illwill between classes?","a statement or report containing rumour or alarming news with intent to create or promote, or which is likely to create or promote, on grounds of religion, race, place of birth, residence, language, caste or community or any other ground whatsoever, feelings of enmity, hatred or illwill between different religious, races, places of birth, residences, languages, castes or communities.",IPC,law_info
"what does a statement or report containing rumour or alarming news with intent to create or promote, or which is likely to create or promote, on grounds of religion, race, place of birth, residence, language, caste or community or any other ground whatsoever, feelings of enmity, hatred or illwill between different religious, races, places of birth, residences, languages, castes or communities constitute?","such a statement constitutes a statement creating or promoting enmity, hatred or illwill between classes.",IPC,law_info
"what is the punishment for committing an offence against racial, language or regional groups or castes or communities?","the punishment is imprisonment which may extend to three years, or with fine, or with both.",IPC,law_info
"what is the maximum imprisonment term, or the alternative penalties, for committing an offence against racial, language or regional groups or castes or communities?","the maximum imprisonment term can extend to three years, or the guilty party may be fined, or both penalties may be applied.",IPC,law_info
what is the punishment for committing an offence under subsection 2 in a place of worship or in an assembly engaged in religious worship or ceremonies?,the punishment is imprisonment which may extend to five years and shall also be liable to fine.,IPC,law_info
what is the maximum duration of imprisonment and additional liabilities for committing an offence under subsection 2 in a place of worship or in an assembly engaged in religious worship or ceremonies?,the maximum duration of imprisonment is five years and the offender shall also be liable to fine.,IPC,law_info
what is the exception to committing an offence under this section?,"it does not amount to an offence if the person making, publishing or circulating any such statement, rumour or report, has reasonable grounds for believing that such statement, rumour or report is true and makes, publishes or circulates it in good faith and without any such intent.",IPC,law_info
"what conditions must be met for a person making, publishing or circulating a statement, rumour or report to not be committing an offence under this section?","the person must have reasonable grounds for believing that the statement, rumour or report is true and must make, publish or circulate it in good faith and without any such intent.",IPC,law_info
what is the punishment for the offence of criminal intimidation?,"the punishment is imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what can the imprisonment term extend to for the offence of criminal intimidation, and are there any other penalties?","the imprisonment term can extend to two years, and it can also be accompanied by a fine or both.",IPC,law_info
"what is the punishment for criminal intimidation if the threat be to cause death or grievous hurt, or to cause the destruction of any property by fire, or to cause an offence punishable with death or imprisonment for life, or with imprisonment for a term which may extend to seven years, or to impute unchastity to a woman?","the punishment is imprisonment of either description for a term which may extend to seven years, or with fine, or with both.",IPC,law_info
"what is the penalty for someone who is guilty of threatening to cause death or grievous hurt, destruction of property by fire, causing an offence punishable with death or life imprisonment, or imputing unchastity to a woman?","the punishment is imprisonment of either description for a term which may extend to seven years, or with fine, or with both.",IPC,law_info
what is the punishment for the offence of criminal intimidation by an anonymous communication?,"the punishment is imprisonment of either description for a term which may extend to two years, in addition to the punishment provided for the offence by the last preceding section.",IPC,law_info
what is the term of imprisonment for the offence of criminal intimidation by an anonymous communication?,"the term of imprisonment for this offence may extend to two years, in addition to the punishment provided for the offence by the last preceding section.",IPC,law_info
what does section 505 refer to?,the text doesnt provide specific information about what section 505 refers to.,IPC,law_info
does the text provide specific information about what section 505 refers to?,"no, the text doesnt provide specific information about what section 505 refers to.",IPC,law_info
"what changes were made to section 505 by act 35 of 1969, s. 3?","section 505 was renumbered as subsection 1 of that section by act 35 of 1969, s. 3.",IPC,law_info
"which subsection did section 505 become as a result of act 35 of 1969, s. 3?","section 505 was renumbered as subsection 1 of that section by act 35 of 1969, s. 3.",IPC,law_info
"what was substituted by act 10 of 1927, s. 2 and the first sch.?","the phrase or sailor was substituted by act 10 of 1927, s. 2 and the first sch.",IPC,law_info
"which phrase was substituted by act 10 of 1927, s. 2 and the first sch.?",the phrase or sailor was substituted.,IPC,law_info
what was replaced with or navy?,the phrase or navy was substituted by s. 2 and the first sch.,IPC,law_info
what was the phrase or navy substituted by?,the phrase or navy was substituted by s. 2 and the first sch.,IPC,law_info
what substitution was made by the a. o. 1950?,the phrase of her majesty or in the imperial service troops was substituted by the a. o. 1950.,IPC,law_info
what phrase was substituted by the a. o. 1950?,the phrase of her majesty or in the imperial service troops was substituted by the a. o. 1950.,IPC,law_info
"what amendment was made by act 41 of 1961, s. 4?","the phrase two years was substituted by act 41 of 1961, s. 4.",IPC,law_info
"what was substituted by act 41 of 1961, s. 4?","the phrase two years was substituted by act 41 of 1961, s. 4.",IPC,law_info
"what was inserted by act 35 of 1969, s. 3?","the text doesnt provide specific information about what was inserted by act 35 of 1969, s. 3.",IPC,law_info
"does the text provide specific information about what was inserted by act 35 of 1969, s. 3?","no, the text doesnt provide specific information about what was inserted by act 35 of 1969, s. 3.",IPC,law_info
"what substitution was made by act 26 of 1955, s. 117 and the sch.?","the term transportation was substituted by act 26 of 1955, s. 117 and the sch. with effect from 111956.",IPC,law_info
"what term was substituted by act 26 of 1955, s. 117 and the sch. with effect from 111956?",the term transportation was substituted.,IPC,law_info
what is the punishment for causing a person to believe that he will be rendered an object of divine displeasure as per act 508?,"the person shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.",IPC,law_info
what are the potential consequences for someone who violates act 508 by causing a person to believe they will be rendered an object of divine displeasure?,"the person shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.",IPC,law_info
what constitutes an offence as per act 508?,"an offence is committed if a person voluntarily causes or attempts to cause any person to do anything which that person is not legally bound to do, or to omit to do anything which he is legally entitled to do, by inducing or attempting to induce that person to believe that he or any person in whom he is interested will become or will be rendered by some act of the offender an object of divine displeasure.",IPC,law_info
"what is considered an offence if a person voluntarily causes or attempts to cause any person to do anything which that person is not legally bound to do, or to omit to do anything which he is legally entitled to do, by inducing or attempting to induce that person to believe that he or any person in whom he is interested will become or will be rendered by some act of the offender an object of divine displeasure?",this is considered an offence as per act 508.,IPC,law_info
what is the offence defined in section 509?,"the offence defined in section 509 is if anyone, intending to insult the modesty of any woman, utters any word.",IPC,law_info
