question,answer,source,intent
who is authorized to execute a warrant of attachment according to form no. 26?,the officer in charge of the police station or the collector is authorized to execute a warrant of attachment according to form no. 26.,CrPC,law_info
"according to form no. 26, who is authorized to execute a warrant of attachment?",the officer in charge of the police station or the collector is authorized to execute a warrant of attachment according to form no. 26.,CrPC,law_info
what is the order given if a land or water has been open for use by the public or an individual?,"the order given is that the claimant or claimants of possession, or anyone in their interest, shall not take or retain possession of the said land or water to the exclusion of the enjoyment of the right of use, until they obtain the decree or order of a competent court adjudging them to be entitled to exclusive possession.",CrPC,law_info
what does the decree or order of a competent court adjudging claimants to be entitled to exclusive possession mean in terms of use of land or water?,"it means that the claimant or claimants of possession, or anyone in their interest, shall not take or retain possession of the said land or water to the exclusion of the enjoyment of the right of use. this order is given when a land or water has been open for use by the public or an individual.",CrPC,law_info
what is required of an individual who has been charged with an offence after an inquiry?,"the individual is required to appear before the magistrate and enter into their own recognizance to appear when required. they bind themselves to appear in court on a specified day to answer further to the said charge, and in case of default, they bind themselves to forfeit a certain sum of money to the government.",CrPC,law_info
"what does an individual do after being charged with an offence, in terms of recognizance, court appearance and potential forfeiture?","the individual is required to appear before the magistrate and enter into their own recognizance to appear when required. they bind themselves to appear in court on a specified day to answer further to the said charge, and in case of default, they bind themselves to forfeit a certain sum of money to the government.",CrPC,law_info
what is the responsibility of the surety in a bailbond?,"the surety declares themselves responsible for the charged individual, ensuring that they will attend court on the specified day to answer to the pending charge. in case of the individuals default, the surety binds themselves to forfeit a certain sum of money to the government.",CrPC,law_info
who is responsible for ensuring that a charged individual will attend court on the specified day and what happens if the individual defaults?,"the surety in a bailbond is responsible for ensuring that a charged individual will attend court on the specified day. in case of the individuals default, the surety binds themselves to forfeit a certain sum of money to the government.",CrPC,law_info
what is the purpose of form no. 29?,form no. 29 is a bond to prosecute or give evidence. it is a legal document where a person binds themselves to attend court to prosecute or give evidence in a particular case.,CrPC,law_info
what is a person binding themselves to do when signing form no. 29?,"when signing form no. 29, a person binds themselves to attend court to prosecute or give evidence in a particular case.",CrPC,law_info
what does form no. 29 require from the person?,form no. 29 requires the person to attend court at a specific date and time to either prosecute or give evidence in a charge against an individual. the person also binds themselves to forfeit a sum of money to the government in case of default.,CrPC,law_info
what happens if a person defaults after binding themselves through form no. 29?,"if a person defaults after binding themselves through form no. 29, they have to forfeit a sum of money to the government.",CrPC,law_info
what is form no. 30 used for?,form no. 30 is a special summons to a person accused of a petty offence. it is a legal document notifying the accused that their attendance is necessary to answer a charge for a petty offence.,CrPC,law_info
what is a legal document that notifies an accused person of their necessary attendance to answer a charge for a petty offence?,form no. 30 is used for this purpose.,CrPC,law_info
what are the options provided to the accused in form no. 30?,"in form no. 30, the accused is given the options to appear in person, to transmit a plea of guilty in writing and pay a fine, or to appear by pleader and plead guilty, authorising the pleader to make such a plea and pay the fine on their behalf.",CrPC,law_info
what does the form no. 30 allow the accused to do?,"form no. 30 allows the accused to appear in person, to transmit a plea of guilty in writing and pay a fine, or to appear by pleader and plead guilty, authorising the pleader to make such a plea and pay the fine on their behalf.",CrPC,law_info
what is the purpose of form no. 31?,form no. 31 is a notice of commitment by a magistrate to a public prosecutor. it is a legal document stating that a magistrate has committed an individual for trial at the next sessions and instructs the public prosecutor to conduct the prosecution of the case.,CrPC,law_info
what does a legal document stating that a magistrate has committed an individual for trial at the next sessions and instructing the public prosecutor to conduct the prosecution of the case refer to?,"this refers to form no. 31, a notice of commitment by a magistrate to a public prosecutor.",CrPC,law_info
what is form no. 32 about?,"form no. 32 pertains to charges. it is a formal declaration of a charge against an individual, as made by a magistrate or other legal authority.",CrPC,law_info
"what is a formal declaration of a charge against an individual, as made by a magistrate or other legal authority called?","a formal declaration of a charge against an individual, as made by a magistrate or other legal authority is called form no. 32.",CrPC,law_info
what is the offense under section 121 of the indian penal code?,waging war against the government of india,CrPC,law_info
under which section of the indian penal code is the offense of waging war against the government of india defined?,section 121,CrPC,law_info
what is the offense under section 124 of the indian penal code?,inducing the president of india or the governor of a state to refrain from exercising a lawful power by assault,CrPC,law_info
which section of the indian penal code covers the offense of inducing the president of india or the governor of a state to refrain from exercising a lawful power by assault?,section 124,CrPC,law_info
what is the offense under section 161 of the indian penal code?,a public servant directly accepting gratification other than legal remuneration as a motive for forbearing to do an official act,CrPC,law_info
under which section of the indian penal code is a public servant directly accepting gratification other than legal remuneration as a motive for forbearing to do an official act considered an offense?,section 161,CrPC,law_info
what is the offense under section 166 of the indian penal code?,"conduct contrary to the provisions of a certain act or section, known to be prejudicial to someone or something",CrPC,law_info
"what does conduct contrary to the provisions of a certain act or section, known to be prejudicial to someone or something, refer to in the indian penal code?",it refers to the offense under section 166.,CrPC,law_info
what is the offense under section 193 of the indian penal code?,"stating in evidence something known or believed to be false, or not believed to be true, during the course of a trial",CrPC,law_info
"which section of the indian penal code pertains to stating in evidence something known or believed to be false, or not believed to be true, during the course of a trial?",section 193,CrPC,law_info
what is the offense under section 304 of the indian penal code?,"the exact offense is not given in the text, but section 304 refers to culpable homicide not amounting to murder",CrPC,law_info
what does section 304 of the indian penal code refer to?,section 304 of the indian penal code refers to culpable homicide not amounting to murder.,CrPC,law_info
what offense is punishable under section 304 of the indian penal code?,homicide not amounting to murder,CrPC,law_info
under which section of the indian penal code is homicide not amounting to murder punishable?,section 304,CrPC,law_info
which section of the indian penal code deals with abetment of suicide?,section 306,CrPC,law_info
what does section 306 of the indian penal code deal with?,abetment of suicide,CrPC,law_info
under which section of the indian penal code is causing grievous hurt an offense?,section 325,CrPC,law_info
what offense does section 325 of the indian penal code pertain to?,causing grievous hurt,CrPC,law_info
what offense is punishable under section 392 of the indian penal code?,robbery,CrPC,law_info
under which section of the indian penal code is robbery punishable?,section 392,CrPC,law_info
what offense is punishable under section 395 of the indian penal code?,dacoity,CrPC,law_info
under which section of the indian penal code is dacoity punishable?,section 395,CrPC,law_info
what offense is punishable under section 241 of the indian penal code?,knowing a coin to be counterfeit and delivering the same to another person as genuine or attempting to induce another person to receive it as genuine,CrPC,law_info
under which section of the indian penal code is knowing a coin to be counterfeit and delivering the same to another person as genuine or attempting to induce another person to receive it as genuine punishable?,section 241,CrPC,law_info
what offence is punishable under section 302 of the indian penal code?,murder,CrPC,law_info
which section of the indian penal code is murder punishable under?,section 302,CrPC,law_info
what offence is punishable under section 304 of the indian penal code?,culpable homicide not amounting to murder,CrPC,law_info
under which section of the indian penal code is culpable homicide not amounting to murder punishable?,section 304,CrPC,law_info
what offence is punishable under section 379 of the indian penal code?,theft,CrPC,law_info
under which section of the indian penal code is theft punishable?,section 379,CrPC,law_info
what offence is punishable under section 382 of the indian penal code?,"theft, having made preparation for causing death, restraint, or fear of hurt to a person",CrPC,law_info
"under which section of the indian penal code is the offense of theft, having made preparation for causing death, restraint, or fear of hurt to a person, punishable?",section 382,CrPC,law_info
what does section 193 of the indian penal code pertain to?,an alternative charge where one has given conflicting statements in evidence during an inquiry or trial,CrPC,law_info
which section of the indian penal code pertains to an alternative charge where one has given conflicting statements in evidence during an inquiry or trial?,section 193,CrPC,law_info
what is the offence punishable under section 193 of the indian penal code?,"the offense is not specified in the text, but it is related to making a statement or presenting information that is known or believed to be false, or not believed to be true.",CrPC,law_info
"what is the nature of a crime under indian law related to making a statement or presenting information that is known or believed to be false, or not believed to be true?",this type of offense is punishable under section 193 of the indian penal code.,CrPC,law_info
what is the section under which theft is punishable according to the indian penal code?,theft is punishable under section 379 of the indian penal code.,CrPC,law_info
what crime is punishable under section 379 of the indian penal code?,theft is punishable under section 379 of the indian penal code.,CrPC,law_info
what is the section under which a person could be liable to enhanced punishment for a crime after a previous conviction?,a person could be liable to enhanced punishment under section 75 of the indian penal code.,CrPC,law_info
under which section of the indian penal code could a person be liable for enhanced punishment after a previous conviction?,a person could be liable to enhanced punishment under section 75.,CrPC,law_info
what is the purpose of form no. 33?,"form no. 33 serves as a summons to a witness, requiring them to appear before the court to testify or produce any document or thing related to the case.",CrPC,law_info
"which form serves as a summons to a witness, requiring them to appear before the court to testify or produce any document or thing related to the case?",form no. 33,CrPC,law_info
what is the purpose of a summons to a witness?,"a summons to a witness requires them to appear before the court on a specific date and time to produce any documents, testify what they know concerning the complaint, and to not depart until they have been permitted by the court.",CrPC,law_info
"what does a summons to a witness require them to do, and when are they permitted to leave?","a summons to a witness requires them to appear before the court on a specific date and time, produce any documents, testify what they know concerning the complaint, and they are not allowed to depart until they have been permitted by the court.",CrPC,law_info
what does the phrase within the cognizance of the court of session mean?,the phrase within the cognizance of the court of session refers to the jurisdiction that the court of session has over a particular case or matter.,CrPC,law_info
what is referred to by the jurisdiction that the court of session has over a particular case or matter?,this is referred to by the phrase within the cognizance of the court of session.,CrPC,law_info
what action will be taken if a person neglects or refuses to appear in court without a just excuse?,a warrant will be issued to compel their attendance.,CrPC,law_info
what happens if a person neglects or refuses to appear in court without a just excuse?,a warrant will be issued to compel their attendance.,CrPC,law_info
"what does form no. 34, warrant of commitment on a sentence of imprisonment or fine, authorize the officer in charge of a jail to do?",it authorizes the officer to receive the prisoner into their custody in the jail and carry out the sentence according to law.,CrPC,law_info
what does it mean when an officer is authorized to receive a prisoner into their custody in the jail and carry out the sentence according to law?,"it means that the officer has been granted the authority through form no. 34, warrant of commitment on a sentence of imprisonment or fine.",CrPC,law_info
"what happens if a person fails to pay compensation as ordered by a dismissal order according to form no. 35, warrant of imprisonment on failure to pay compensation?","the person will be received into custody for simple imprisonment in jail for a specified period of days, unless the sum is paid sooner.",CrPC,law_info
"what is the consequence for a person who doesnt pay the sum as per form no. 35, warrant of imprisonment on failure to pay compensation?","the person will be received into custody for simple imprisonment in jail for a specified period of days, unless the sum is paid sooner.",CrPC,law_info
what is the consequence of not paying the awarded compensation sum according to form no. 35?,"the person will be received into custody for simple imprisonment in jail for a specified period of days, unless the sum is paid sooner.",CrPC,law_info
what happens to a person who doesnt pay the awarded compensation sum according to form no. 35?,"the person will be received into custody for simple imprisonment in jail for a specified period of days, unless the sum is paid sooner.",CrPC,law_info
under which section of the indian penal code can a sentence of imprisonment or fine be passed according to form no. 34?,"sections 235, 248 and 255 of the indian penal code.",CrPC,law_info
"according to form no. 34, for which sections of the indian penal code can a sentence of imprisonment or fine be passed?","sections 235, 248 and 255 of the indian penal code.",CrPC,law_info
what is the purpose of form no. 36?,form no. 36 is an order requiring production in court of a person in prison for answering to a charge of an offence.,CrPC,law_info
which form is an order requiring production in court of a person in prison for answering to a charge of an offence?,form no. 36,CrPC,law_info
what is the officer in charge of the jail required to do according to form no. 36?,"the officer is required to produce the mentioned prisoner under safe and sure conduct before the court at a specified date and time. after the court has dispensed with his further attendance, the officer is to convey the prisoner back to the prison. the officer is also required to inform the prisoner of the contents of the order and deliver to him the attached copy thereof.",CrPC,law_info
what responsibilities does an officer have towards a prisoner and the court as per form no. 36?,"the officer is required to produce the mentioned prisoner under safe and sure conduct before the court at a specified date and time. after the court has dispensed with his further attendance, the officer is to convey the prisoner back to the prison. the officer is also required to inform the prisoner of the contents of the order and deliver to him the attached copy thereof.",CrPC,law_info
what is the purpose of form no. 37?,form no. 37 is an order requiring production in court of a person in prison for giving evidence.,CrPC,law_info
what does form no. 37 order?,form no. 37 orders the production in court of a person in prison for giving evidence.,CrPC,law_info
who is required to be produced in court according to form no. 37?,a prisoner who is likely to give material evidence for the prosecution or defence is required to be produced in court according to form no. 37.,CrPC,law_info
"according to what form is a prisoner, who is likely to give material evidence for the prosecution or defence, required to be produced in court?",form no. 37,CrPC,law_info
what is the officer in charge of the jail required to do according to the warrant mentioned in the text?,"the officer is required to keep the person in jail for a specified period of imprisonment unless a specified sum is sooner paid. upon receipt of this sum, the person is to be set free. the officer is also required to return the warrant with an endorsement certifying the manner of its execution.",CrPC,law_info
"what responsibilities does the officer have when a person is jailed according to a warrant, and what happens when a specified sum is paid?","the officer in charge of the jail is required to keep the person in jail for a specified period of imprisonment unless a specified sum is sooner paid. once this sum is received, the person is to be set free. additionally, the officer must return the warrant with an endorsement certifying the manner of its execution.",CrPC,law_info
what is the purpose of form no. 38?,"form no. 38 is a warrant of commitment in certain cases of contempt when a fine is imposed. it authorizes the officer in charge of the jail to take the offender into custody, keep them in jail for a specified period unless the fine is paid sooner. upon payment, the offender is to be set at liberty.",CrPC,law_info
what happens when a fine is paid sooner under a form no. 38 warrant of commitment and what does this form authorize?,"form no. 38 authorizes the officer in charge of the jail to take the offender into custody and keep them in jail for a specified period unless the fine is paid sooner. upon payment of the fine, the offender is to be set at liberty.",CrPC,law_info
what is expected to be done if the fine is paid before the end of the term in form no. 38?,"if the fine is paid before the end of the term in form no. 38, the offender is to be set at liberty and the warrant is to be returned with an endorsement certifying the manner of its execution.",CrPC,law_info
what happens when the offender pays the fine before the end of the term in form no. 38?,the offender is to be set at liberty and the warrant is to be returned with an endorsement certifying the manner of its execution.,CrPC,law_info
what is form no. 39 used for?,form no. 39 is a magistrates or judges warrant of commitment of witness refusing to answer or to produce document. it is used when a summoned witness refuses to answer a certain question or questions or refuses to produce a required document in an inquiry into an alleged offence.,CrPC,law_info
which form is used when a summoned witness refuses to answer a certain question or questions or refuses to produce a required document in an inquiry into an alleged offence?,form no. 39 is used in such cases.,CrPC,law_info
what action is taken if a witness refuses to answer a question or produce a document according to form no. 39?,"if a witness refuses to answer a question or produce a document according to form no. 39, a warrant is issued for their commitment.",CrPC,law_info
what happens when a warrant is issued for a witness who refuses to answer a question or produce a document as required by form no. 39?,"if a witness refuses to answer a question or produce a document according to form no. 39, a warrant is issued for their commitment.",CrPC,law_info
what happens if a person refuses to produce a document or answer questions asked of him?,"the person can be taken into custody for a certain period of days. if they still refuse to cooperate, they can be brought before the court to be dealt with according to law.",CrPC,law_info
what could happen to someone who continually refuses to cooperate by not producing a document or answering questions even after being taken into custody?,"if they still refuse to cooperate, they can be brought before the court to be dealt with according to law.",CrPC,law_info
what is form no. 40 used for?,form no. 40 is used for a warrant of commitment under sentence of death.,CrPC,law_info
which form is used for a warrant of commitment under sentence of death?,form no. 40 is used for a warrant of commitment under sentence of death.,CrPC,law_info
what information does form no. 40 contain?,"form no. 40 contains information about the prisoners conviction, the offence committed, the sentence given, and the authorisation for the officer in charge to keep the prisoner in custody until further orders.",CrPC,law_info
"which form contains information about the prisoners conviction, the offence committed, the sentence given, and the authorisation for the officer in charge to keep the prisoner in custody until further orders?",form no. 40 contains this information.,CrPC,law_info
what is form no. 41 used for?,form no. 41 is used for a warrant after a commutation of a sentence.,CrPC,law_info
what is the form used for a warrant after a commutation of a sentence?,the form used for a warrant after a commutation of a sentence is form no. 41.,CrPC,law_info
what happens when a sentence is commuted according to form no. 41?,"the officer in charge of the jail is required to receive the prisoner into custody, together with the warrant, and keep him safely until further orders.",CrPC,law_info
who is required to receive the prisoner into custody and keep him safely until further orders when a sentence is commuted according to form no. 41?,the officer in charge of the jail,CrPC,law_info
what is the punishment for the crime under the indian penal code?,the punishment for the crime under the indian penal code is imprisonment for life.,CrPC,law_info
what is the punishment for a crime under the indian penal code that results in imprisonment for life?,the crime under the indian penal code that results in imprisonment for life is the punishment.,CrPC,law_info
what is the responsibility of the officer in charge of the jail?,the officer in charge of the jail is required to safely keep the prisoner in custody until he shall be delivered over by the proper authority and custody for the purpose of his undergoing the punishment of imprisonment for life.,CrPC,law_info
who is required to safely keep the prisoner in custody until he shall be delivered over by the proper authority and custody for the purpose of his undergoing the punishment of imprisonment for life?,the officer in charge of the jail has this responsibility.,CrPC,law_info
what is the form no. 42?,form no. 42 is the warrant of execution of a sentence of death.,CrPC,law_info
what is the official designation for the warrant of execution of a sentence of death?,the official designation for the warrant of execution of a sentence of death is form no. 42.,CrPC,law_info
what is the sentence given under the warrant of execution of a sentence of death?,the sentence given under the warrant of execution of a sentence of death is death by hanging.,CrPC,law_info
what is the method of execution mentioned in the warrant of execution of a sentence of death?,the method of execution mentioned in the warrant of execution of a sentence of death is hanging.,CrPC,law_info
what is form no. 43?,form no. 43 is a warrant to levy a fine by attachment and sale.,CrPC,law_info
what is a warrant to levy a fine by attachment and sale referred to as?,a warrant to levy a fine by attachment and sale is referred to as form no. 43.,CrPC,law_info
what does the warrant authorize the police officer to do if the offender does not pay the fine?,"the warrant authorizes the police officer to attach any movable property belonging to the offender, and if the fine is not paid within the specified number of days or hours, to sell the movable property attached, or so much thereof as shall be sufficient to satisfy the fine.",CrPC,law_info
"what happens if an offender does not pay a fine within the specified number of days or hours, and a warrant has been issued?","the warrant authorizes the police officer to attach any movable property belonging to the offender, and if the fine is not paid within the specified number of days or hours, to sell the movable property attached, or so much thereof as shall be sufficient to satisfy the fine.",CrPC,law_info
what is the officer required to do after executing the warrant?,"the officer is required to return the warrant, with an endorsement certifying what they have done under it, immediately upon its execution.",CrPC,law_info
what is the officer supposed to do with the warrant immediately after its execution?,"the officer is required to return the warrant, with an endorsement certifying what they have done under it.",CrPC,law_info
what is the officer authorized to do to recover the fine according to form no. 44?,"the officer is authorized to realize the amount of the fine as arrears of land revenue from the movable or immovable property, or both, of the offender.",CrPC,law_info
how can the officer realize the amount of the fine as per form no. 44?,"the officer is authorized to recover the fine from the movable or immovable property, or both, of the offender as arrears of land revenue.",CrPC,law_info
what is the officer required to do after realizing the amount of the fine according to form no. 44?,the officer is required to certify without delay what they have done in pursuance of the order.,CrPC,law_info
what is the officer required to do after determining the fine as per form no. 44?,the officer is required to certify immediately their actions taken in compliance with the order.,CrPC,law_info
what is form no. 44a about?,form no. 44a is a bond for appearance of offender released pending realisation of fine.,CrPC,law_info
which form is a bond for the appearance of an offender released pending realization of fine?,form no. 44a is a bond for the appearance of an offender released pending realization of fine.,CrPC,law_info
what does the offender agree to in form no. 44a?,"in form no. 44a, the offender agrees that they have been sentenced to pay a fine and in default of payment thereof to undergo imprisonment.",CrPC,law_info
what does an offender acknowledge when they sign form no. 44a?,"when signing form no. 44a, the offender acknowledges that they have been sentenced to pay a fine and in default of payment thereof to undergo imprisonment.",CrPC,law_info
what is the condition for the release of the individual from court?,the condition for the release is the execution of a bond for the individuals appearance on the specified date or dates.,CrPC,law_info
what does the execution of a bond for an individuals appearance on specified dates mean?,it is the condition for the release of an individual from court.,CrPC,law_info
what is the consequence of defaulting on this condition?,"in case of default, the individual is required to forfeit a certain sum of rupees to the government.",CrPC,law_info
what does an individual have to do if they default on a certain condition?,"in case of default, the individual is required to forfeit a certain sum of rupees to the government.",CrPC,law_info
what is the additional clause when a bond with sureties is to be executed?,"the sureties declare themselves jointly and severally responsible for the individuals appearance before the court on the specified date or dates, and in case of default, they bind themselves to forfeit a certain sum of rupees to the government.",CrPC,law_info
"what happens when sureties declare themselves jointly and severally responsible for an individuals court appearance, and what do they bind themselves to do in case of default?","when a bond with sureties is to be executed, the additional clause is that the sureties declare themselves jointly and severally responsible for the individuals appearance before the court on the specified date or dates. in case of default, they bind themselves to forfeit a certain sum of rupees to the government.",CrPC,law_info
what is the purpose of form no. 45?,"form no. 45 is a bond and bailbond for attendance before officer in charge of police station or court. it is used when an individual has been arrested or detained without warrant, and is required to give security for attendance before such officer or court.",CrPC,law_info
when is form no. 45 used and what is its function?,"form no. 45 is used when an individual has been arrested or detained without warrant, and is required to give security for attendance before an officer in charge of a police station or court. its function is to serve as a bond and bailbond for attendance before such officer or court.",CrPC,law_info
what is the responsibility of the surety according to form no. 45?,"the surety or sureties are responsible for ensuring that the individual attends the officer in charge of police station or the court on every day of investigation or trial, and in case of default, they bind themselves to forfeit a certain sum of rupees to the government.",CrPC,law_info
"who is responsible for ensuring that the individual attends the officer in charge of police station or the court on every day of investigation or trial, and in case of default, binds themselves to forfeit a certain sum of rupees to the government according to form no. 45?",the surety or sureties are responsible for this.,CrPC,law_info
what is the purpose of form no. 46?,the purpose of form no. 46 is to discharge a person imprisoned on failure to give security.,CrPC,law_info
what does form no. 46 do for a person imprisoned on failure to give security?,form no. 46 is used to discharge a person imprisoned on failure to give security.,CrPC,law_info
who is the form no. 46 addressed to?,the form no. 46 is addressed to the officer in charge of the jail or other officer in whose custody the person is.,CrPC,law_info
"who is the person in the custody of, according to form no. 46?","according to form no. 46, the person is in the custody of the officer in charge of the jail or other officer.",CrPC,law_info
what is the required action from the officer receiving form no. 46?,"the officer is required to discharge the named person from their custody, unless they are liable to be detained for some other matter.",CrPC,law_info
what needs to be done by the officer when a person named in form no. 46 is not liable to be detained for any other matter?,the officer is required to discharge the named person from their custody.,CrPC,law_info
what is the purpose of form no. 47?,the purpose of form no. 47 is to enforce a bond through a warrant of attachment.,CrPC,law_info
what is enforced through a warrant of attachment in form no. 47?,a bond is enforced through a warrant of attachment in form no. 47.,CrPC,law_info
who is the form no. 47 addressed to?,the form no. 47 is addressed to the police officer in charge of the police station.,CrPC,law_info
who is the form no. 47 typically addressed to in a police station?,the form no. 47 is typically addressed to the police officer in charge.,CrPC,law_info
what is the required action from the police officer receiving form no. 47?,"the police officer is required to attach any movable property of the named person that they may find within the district, by seizure and detention, and if the amount is not paid within the specified days, to sell the property so attached or so much of it as may be sufficient to realise the amount aforesaid.",CrPC,law_info
what are the responsibilities of a police officer who has received form no. 47 regarding the property of the named person within the district?,"the police officer is required to attach any movable property of the named person that they may find within the district, by seizure and detention, and if the amount is not paid within the specified days, to sell the property so attached or so much of it as may be sufficient to realise the amount aforesaid.",CrPC,law_info
what does the surety bind themselves to in the event of a default?,the surety binds themselves to forfeit the sum of rupees to the government.,CrPC,law_info
who does the surety bind themselves to forfeit the sum of rupees to in the event of a default?,the surety binds themselves to forfeit the sum of rupees to the government.,CrPC,law_info
what should the surety do if the bond is breached?,"the surety is required to pay the penalty or show cause, within a specified date, why payment of the sum should not be enforced against them.",CrPC,law_info
"what is required of a surety when a bond is breached, in terms of penalty payment and justification?","the surety is required to pay the penalty or show cause, within a specified date, why payment of the sum should not be enforced against them.",CrPC,law_info
what does the notice to surety of forfeiture of bond for good behaviour mention?,the notice mentions that the surety has bound themselves to forfeit a sum to the government if the person they are surety for does not maintain good behaviour for a specified period.,CrPC,law_info
who does the surety bound themselves to forfeit a sum to if the person they are surety for does not maintain good behaviour for a specified period?,the surety has bound themselves to forfeit a sum to the government.,CrPC,law_info
what happens if the person whom the surety is for commits an offence?,"if the person commits an offence, the suretys security bond becomes forfeited.",CrPC,law_info
what happens to the suretys security bond if the person they are vouching for commits an offense?,"if the person commits an offence, the suretys security bond becomes forfeited.",CrPC,law_info
what does the warrant of attachment against a surety authorize?,"the warrant of attachment authorizes the attachment of any movable property of the surety by seizure and detention, and if the said amount is not paid within a specified number of days, the property is to be sold to realise the amount.",CrPC,law_info
what happens to the movable property of a surety when a warrant of attachment is authorized and the amount isnt paid within the specified number of days?,"if the said amount is not paid within a specified number of days, the property is to be sold to realise the amount.",CrPC,law_info
what is form no. 51 about?,form no. 51 is about the warrant of commitment of the surety of an accused person admitted to bail.,CrPC,law_info
which form is about the warrant of commitment of the surety of an accused person admitted to bail?,form no. 51 is about the warrant of commitment of the surety of an accused person admitted to bail.,CrPC,law_info
who is the warrant of commitment addressed to?,the warrant of commitment is addressed to the superintendent or keeper of the civil jail.,CrPC,law_info
who is the superintendent or keeper of the civil jail addressed to in the warrant of commitment?,the warrant of commitment is addressed to the superintendent or keeper of the civil jail.,CrPC,law_info
what happens if the surety fails to pay the said sum?,"if the surety fails to pay the said sum or show any sufficient cause why payment should not be enforced against him, and the same cannot be recovered by attachment and sale of his movable property, an order is made for his imprisonment in the civil jail.",CrPC,law_info
"what is the consequence for a surety who fails to pay the said sum, provide a sufficient reason for nonpayment, or have the amount recovered by attachment and sale of his movable property?",an order is made for his imprisonment in the civil jail.,CrPC,law_info
what is form no. 52 about?,form no. 52 is a notice to the principal of forfeiture of bond to keep the peace.,CrPC,law_info
what is the purpose of form no. 52?,the purpose of form no. 52 is to provide a notice to the principal of forfeiture of bond to keep the peace.,CrPC,law_info
what is the principal required to do in form no. 52?,the principal is required to pay the said penalty of rupees or to show cause before the court why payment of the same should not be enforced against them.,CrPC,law_info
what is the principal supposed to do according to the penalty clause in form no. 52?,the principal is required to pay the said penalty of rupees or to show cause before the court why payment of the same should not be enforced against them.,CrPC,law_info
what is form no. 53 about?,form no. 53 is a warrant to attach the property of the principal on breach of a bond to keep the peace.,CrPC,law_info
which form is a warrant to attach the property of the principal on breach of a bond to keep the peace?,form no. 53 is a warrant to attach the property of the principal on breach of a bond to keep the peace.,CrPC,law_info
what is the document authorizing in the first part?,"this document is authorizing the seizure and potential sale of movable property belonging to a certain individual, due to a breach of a bond and failure to pay.",CrPC,law_info
what does the document do in case of a breach of a bond and failure to pay by a certain individual?,the document authorizes the seizure and potential sale of movable property belonging to that individual.,CrPC,law_info
what happens if the said sum is not paid within the specified time period?,"if the said sum is not paid within the specified time period, the property that has been attached may be sold to realize the same.",CrPC,law_info
what happens to the attached property if the specified sum is not paid within the given time period?,"if the said sum is not paid within the specified time period, the property that has been attached may be sold to realize the same.",CrPC,law_info
what does form no. 54 authorize?,"form no. 54 authorizes the imprisonment of an individual who has breached a bond to keep the peace and failed to pay the forfeited sum, despite being called upon to do so.",CrPC,law_info
what is the purpose of an individual being called upon to pay a forfeited sum under the breach of a bond to keep the peace?,"the individual is called upon to pay the forfeited sum under the breach of a bond to keep the peace as per form no. 54, failing which they can be imprisoned.",CrPC,law_info
what happens if payment cannot be enforced by attachment of movable property according to form no. 54?,"if payment cannot be enforced by attachment of movable property, an order has been made for the imprisonment of the individual in the civil jail for a specified period of time.",CrPC,law_info
what occurs when an order has been made for the imprisonment of an individual in the civil jail for a specific period of time due to the inability to enforce payment by attachment of movable property?,"if an order has been made for the imprisonment of an individual due to the inability to enforce payment by attachment of movable property, it indicates that the payment could not be enforced according to form no. 54.",CrPC,law_info
what is the role of the superintendent or keeper of the civil jail in this context?,"the superintendent or keeper of the civil jail is required to receive the individual into custody, keep him safely in the jail for the specified period, and return the warrant with an endorsement certifying the manner of its execution.",CrPC,law_info
what are the duties of the superintendent or keeper of the civil jail when he receives an individual into custody?,"the superintendent or keeper of the civil jail is required to keep the individual safely in the jail for the specified period, and return the warrant with an endorsement certifying the manner of its execution.",CrPC,law_info
what is form no. 55 about?,form no. 55 pertains to a warrant of attachment and sale on forfeiture of bond for good behaviour.,CrPC,law_info
which form pertains to a warrant of attachment and sale on forfeiture of bond for good behaviour?,form no. 55,CrPC,law_info
what is the purpose of this form?,the form authorizes the police to attach by seizure movable property belonging to the offender to the value of a certain rupee amount if they fail to pay the sum for the good behaviour bond that has been forfeited.,CrPC,law_info
what happens if the offender fails to pay the sum for the good behaviour bond that has been forfeited?,the form authorizes the police to attach by seizure movable property belonging to the offender to the value of a certain rupee amount.,CrPC,law_info
what happens if the said sum is not paid within the period specified in form no. 55?,"if the said sum is not paid within the specified period, the police are authorised to sell the property that was attached, or so much of it as may be sufficient to realise the same.",CrPC,law_info
what are the police authorised to do if the sum specified in form no. 55 is not paid within the period?,"if the said sum is not paid within the specified period, the police are authorised to sell the property that was attached, or so much of it as may be sufficient to realise the same.",CrPC,law_info
what is form no. 56 about?,form no. 56 pertains to a warrant of imprisonment on forfeiture of bond for good behaviour.,CrPC,law_info
what does form no. 56 pertain to?,form no. 56 pertains to a warrant of imprisonment on forfeiture of bond for good behaviour.,CrPC,law_info
what happens if the offender fails to pay the forfeited sum according to form no. 56?,"if the offender fails to pay the forfeited sum or show cause why the sum should not be paid, and the payment cannot be enforced by attachment of his movable property, an order may be made for the imprisonment of the offender in the civil jail for a specified period.",CrPC,law_info
"what is the consequence if the offender doesnt pay the forfeited sum or show cause why it should not be paid, and the payment cannot be enforced by attachment of his movable property as stated in form no. 56?",an order may be made for the imprisonment of the offender in the civil jail for a specified period.,CrPC,law_info
